player_id,name
19197,Will Smith
14344,Matt Olson
12533,Marcus Semien
20437,Royce Lewis
15491,J.P. Crawford
19608,Otto Lopez
17350,Rafael Devers
22542,Lawrence Butler
23697,Julio Rodríguez
23401,José Caballero
12856,George Springer
31812,Roman Anthony
16578,Yandy Díaz
23003,Yainer Diaz
21711,Oneil Cruz
27790,Evan Carter
12552,Eugenio Suárez
33266,Jacob Wilson
